,open,high,low,close,adjclose,volume,ticker
1980-10-01,0.0,2.8518519401550293,2.8333330154418945,2.8333330154418945,1.392040729522705,566325,GL
1980-10-02,0.0,2.814815044403076,2.7962958812713623,2.7962958812713623,1.3738443851470947,106650,GL
1980-10-03,0.0,2.814815044403076,2.777777910232544,2.777777910232544,1.3647462129592896,34425,GL
1980-10-06,0.0,2.759258985519409,2.740741014480591,2.740741014480591,1.3465497493743896,194400,GL
1980-10-07,0.0,2.7037041187286377,2.685184955596924,2.685184955596924,1.3192545175552368,423900,GL
1980-10-08,0.0,2.740741014480591,2.722222089767456,2.722222089767456,1.3374513387680054,249750,GL
1980-10-09,0.0,2.740741014480591,2.722222089767456,2.722222089767456,1.3374513387680054,93150,GL
1980-10-10,0.0,2.759258985519409,2.722222089767456,2.722222089767456,1.3374513387680054,186975,GL
1980-10-13,0.0,2.759258985519409,2.740741014480591,2.740741014480591,1.3465497493743896,121500,GL
1980-10-14,0.0,2.759258985519409,2.722222089767456,2.722222089767456,1.3374513387680054,199125,GL
1980-10-15,0.0,2.740741014480591,2.7037041187286377,2.7037041187286377,1.3283535242080688,264600,GL
1980-10-16,0.0,2.722222089767456,2.7037041187286377,2.7037041187286377,1.3283535242080688,157950,GL
1980-10-17,0.0,2.722222089767456,2.7037041187286377,2.7037041187286377,1.3283535242080688,74925,GL
1980-10-20,0.0,2.7037041187286377,2.6666669845581055,2.6666669845581055,1.3101558685302734,86400,GL
1980-10-21,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.3010573387145996,403650,GL
1980-10-22,0.0,2.6666669845581055,2.6481480598449707,2.6481480598449707,1.3010573387145996,135000,GL
1980-10-23,0.0,2.6296300888061523,2.6111109256744385,2.6111109256744385,1.2828609943389893,599400,GL
1980-10-24,0.0,2.6296300888061523,2.6111109256744385,2.6111109256744385,1.2828609943389893,98550,GL
1980-10-27,0.0,2.6111109256744385,2.59259295463562,2.59259295463562,1.273762822151184,96525,GL
